Winorloose;Schwierigkeitsgrad;Anzahl.der.Wörter;Anzahl.der.Bilder;Vollständige.Beschreibung;Views;Likes;Kommentare;Follower;Following;Anzahl.der.Projekte;Contest;Project_page;User_page
0;2;137;0;0;364;2;1;3;0;4;https://www.hackster.io/contests/KinetisFlexIO;https://www.hackster.io/lalitnandandiwakar/alexa-intelligent-personal-assistant-home-automation-usi-862ea8;https://www.hackster.io/lalitnandandiwakar
0;2;133;0;0;380;0;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/ender-fett-12/open-source-home-automation-using-windows-iot-on-rpi-f9ab5e;https://www.hackster.io/ender-fett-12
0;2;128;0;0;149;0;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/roke/automated-home-brewery-monitor-033cf1;https://www.hackster.io/roke
0;2;126;0;0;72;0;0;2;0;2;https://www.hackster.io/contests/Hexiwear;https://www.hackster.io/yoann-wamp/golf-shoot-88a5fa;https://www.hackster.io/yoann-wamp
0;2;125;0;0;37;1;0;0;0;1;https://www.hackster.io/contests/alexa-reinvent;https://www.hackster.io/asu-assistant/asu-assistant-fedd35;https://www.hackster.io/zazaidi
0;2;124;0;0;12;0;0;1;0;1;https://www.hackster.io/contests/particle;https://www.hackster.io/pjbresnahan/bike-shair-quality-1c92b2;https://www.hackster.io/pjbresnahan
0;2;119;0;0;66;0;0;6;0;5;https://www.hackster.io/contests/AzureEnterpriseIoT;https://www.hackster.io/Algobel/low-budget-home-energy-monitoring-system-25ade2;https://www.hackster.io/Algobel
0;2;116;0;0;158;2;1;0;0;2;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/luke-j-barker/reclaim-that-wasted-heat-15944b;https://www.hackster.io/luke-j-barker
1;2;116;0;0;693;3;2;7;0;3;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/andresmeza-com/costa-rica-news-957d6c;https://www.hackster.io/anmezaf
0;2;115;0;1;388;7;0;1;0;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/Macgeoffrey/the-artificial-plant-emotion-expressor-apex-ee52c4;https://www.hackster.io/Macgeoffrey
1;2;114;0;0;145;0;0;0;0;1;https://www.hackster.io/contests/alexa-reinvent;https://www.hackster.io/tabata-workout/tabata-workout-075a2f;https://www.hackster.io/patrick-cockwell
0;2;113;0;1;151;1;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/keshav01/project-automation-c85bb5;https://www.hackster.io/keshav01
0;2;111;0;0;513;2;0;2;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/paransonthalia/pi-message-board-c7f822;https://www.hackster.io/paransonthalia
0;2;109;0;0;1540;8;0;253;161;29;https://www.hackster.io/contests/circuito-prank-contest;https://www.hackster.io/circuito-io-team/motion-triggered-confetti-cannon-fcaaa9;https://www.hackster.io/circuito-io-team
0;2;108;0;0;240;4;0;0;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/si-pham/medium-com-daily-top-stories-e03c69;https://www.hackster.io/si-pham
0;2;108;0;0;1775;7;1;8;0;8;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/rgrokett/amazon-alexa-for-raspberry-pi-zero-asterisk-pbx-9991df;https://www.hackster.io/rgrokett
0;2;106;0;0;135;1;0;0;0;1;https://www.hackster.io/contests/Hexiwear;https://www.hackster.io/vijayalakshmi-t-g/pet-tag-3af35c;https://www.hackster.io/vijayalakshmi-t-g
0;2;106;0;0;119;2;0;2;0;2;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/pedrominatel/r2d2-for-movement-tracking-b2c885;https://www.hackster.io/pedrominatel
0;2;101;0;0;54;0;0;0;0;0;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-imaniacs/myohome-04c59e;https://www.hackster.io/saurabh
0;2;101;0;0;176;3;0;0;0;2;https://www.hackster.io/contests/hologram;https://www.hackster.io/nico-maas/glassaware-c0189d;https://www.hackster.io/nico-maas
0;2;98;0;1;1667;0;0;17;0;6;https://www.hackster.io/contests/arduino-holiday-contest;https://www.hackster.io/pvalyk/christmas-lights-60874e;https://www.hackster.io/pvalyk
0;2;96;1;0;76;0;0;0;0;1;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/user682502/coffee-local-870b3b;https://www.hackster.io/user682502
0;2;93;0;0;162;0;0;0;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/alien-flynn-a8d2b7/can-you-write-in-the-sky-balloon-led-sign-wifi-87090c;https://www.hackster.io/user831264767
0;2;93;0;0;19;0;0;1;5;1;https://www.hackster.io/contests/particle;https://www.hackster.io/bxmas13/drone-rc-vehicle-tracking-55df5e;https://www.hackster.io/bxmas13
0;2;91;0;0;63;1;0;0;0;1;https://www.hackster.io/contests/IOT2020;https://www.hackster.io/bill-allardyce/vacuum-pump-monitor-cad1e8;https://www.hackster.io/bill-allardyce
0;2;88;0;1;23961;151;12;43;0;1;https://www.hackster.io/contests/Smartphone-Hacks;https://www.hackster.io/team-omega-d2/ar-drone-and-1sheeld-discover-the-world-around-your-drone-de6a16;https://www.hackster.io/andreabertorelli
0;2;88;0;0;2193;9;0;3;0;1;https://www.hackster.io/contests/make-holiday-contest;https://www.hackster.io/peter-brown/bright-lights-christmas-nights-ef7fc2;https://www.hackster.io/peter-brown
0;2;87;0;1;7;0;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-saph/smartie-aqua-589ead;https://www.hackster.io/ada-override-15
0;2;86;0;0;526;1;0;0;0;2;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/roptech/433mhz-and-wifi-connected-amazon-alexa-hub-38a5b7;https://www.hackster.io/parikhrohan
0;2;85;0;0;111;0;2;0;0;1;https://www.hackster.io/contests/Hexiwear;https://www.hackster.io/ida-gere/helper-for-the-elderly-ae0ed4;https://www.hackster.io/ida-gere
0;2;85;1;0;115;2;0;1;0;1;https://www.hackster.io/contests/arduino-automation-robotics;https://www.hackster.io/Vallabhbhima/smart-irrigation-system-bebc83;https://www.hackster.io/Vallabhbhima
0;2;83;0;1;58;0;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/eyew/get-off-my-lawn-8209ba;https://www.hackster.io/eyew
0;2;81;0;0;651;6;0;1;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/edward_nusinovich/wifi-robot-bf970f;https://www.hackster.io/edward_nusinovich
0;2;81;1;1;734;1;1;39;0;5;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/keep-me-clean/keep-me-clean-a237c3;https://www.hackster.io/yleguesse
0;2;78;0;1;145;0;0;1;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/RakeshPanchal/ehome-supervisor-b2b17e;https://www.hackster.io/RakeshPanchal
0;2;78;0;1;145;0;0;1;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/RakeshPanchal/ehome-supervisor-b2b17e;https://www.hackster.io/RakeshPanchal
0;2;77;0;0;56;1;0;7;3;6;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/sanmati02/muscle-flash-cards-f79d0a;https://www.hackster.io/sanmati02
0;2;77;1;1;125;0;0;8;2;9;https://www.hackster.io/contests/Hexiwear;https://www.hackster.io/r-scott-coppersmith/hexiwear-oled-bitmap-tool-938ed1;https://www.hackster.io/r-scott-coppersmith
0;2;76;0;0;32;0;0;0;2;1;https://www.hackster.io/contests/automatizacion-del-hogar-st-micro;https://www.hackster.io/insanitus/healty-cooler-b85011;https://www.hackster.io/insanitus
0;2;74;0;0;13;0;0;0;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/MGough/alexa-skill-when-s-the-train-e5e643;https://www.hackster.io/MGough
0;2;74;0;0;168;1;0;15;1;6;https://www.hackster.io/contests/artikcloud;https://www.hackster.io/21938/serviceiot-3cd48c;https://www.hackster.io/coolioxlr
0;2;69;0;0;209;0;0;0;0;1;https://www.hackster.io/contests/pi-day-contest;https://www.hackster.io/andreas-motzek/calc-the-lisp-spreadsheet-a5fe91;https://www.hackster.io/andreas-motzek
0;2;68;1;0;2743;9;1;4;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-creative-developers/smart-digital-home-627cec;https://www.hackster.io/sheikhhassanmajeed
0;2;68;0;1;13;0;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/starbuck-curie-18/smart-sprinkler-378efe;https://www.hackster.io/starbuck-curie-18
0;2;66;0;1;2498;9;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/tank-override-9/home-automation-with-rpi-wifi-9ff42f;https://www.hackster.io/tank-override-9
0;2;64;0;1;154;0;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/sarthakm/social-home-automation-1b53f5;https://www.hackster.io/sarthakm
0;2;64;0;1;154;0;0;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/sarthakm/social-home-automation-1b53f5;https://www.hackster.io/sarthakm
0;2;64;1;1;114;1;0;8;2;9;https://www.hackster.io/contests/Hexiwear;https://www.hackster.io/capperlabs/hexigame-b607b0;https://www.hackster.io/r-scott-coppersmith
0;2;63;0;0;2955;15;3;4;0;2;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/comcrazy/workspace-environment-monitor-envmon-fe4286;https://www.hackster.io/comcrazy
1;2;63;0;0;219;0;0;0;0;1;https://www.hackster.io/contests/alexa-reinvent;https://www.hackster.io/chriscoombs/catch-me-up-your-no-pics-instagram-fix-989f28;https://www.hackster.io/chriscoombs
0;2;58;0;0;68;0;0;0;0;1;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/panutat/slow-carb-checker-10cee0;https://www.hackster.io/panutat
0;2;57;0;1;1390;8;0;24;0;8;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/sumitgrover97/fingerprint-attendance-system-with-sms-acknowledgement-85ac8d;https://www.hackster.io/sumitgrover97
0;2;56;0;0;89;1;0;3;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-tcinc-hackers/smart-home-gym-4b6ee5;https://www.hackster.io/nikola-curie-9
0;2;56;0;0;142;2;0;2;0;2;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/wearlictrier/wearlictricity-hybrid-system-to-harness-waste-energy-a19537;https://www.hackster.io/user4862877504
0;2;55;0;1;1350;4;2;2;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/Remko/who-is-where-f855cc;https://www.hackster.io/Remko
0;2;55;0;1;852;9;0;24;0;8;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/sumitgrover97/sms-based-notice-board-display-cc839b;https://www.hackster.io/sumitgrover97
0;2;54;0;0;2587;17;3;16;6;2;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/massimo0572/car-radar-safety-6766d2;https://www.hackster.io/massimo0572
0;2;53;0;0;163;0;0;0;0;1;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/maxim-sadym/curtains-automation-with-alexa-integration-ee5558;https://www.hackster.io/maxim-sadym
0;2;53;0;0;427;2;0;0;0;3;https://www.hackster.io/contests/sparkfun-blynk-contest;https://www.hackster.io/user3178314685/safer-kitchen-eaebdd;https://www.hackster.io/user3178314685
0;2;51;0;1;1950;7;0;24;0;2;https://www.hackster.io/contests/Smartphone-Hacks;https://www.hackster.io/ahmedel-hinidy2014/analog-clock-using-1sheeld-graphical-lcd-8cccc0;https://www.hackster.io/ahmedel-hinidy2014
0;2;50;0;1;1538;15;2;54;0;17;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/hendra/connect-mydevice-cayenne-using-micropython-with-ds18b20-c89f5d;https://www.hackster.io/hendra
0;2;46;0;0;150;0;0;36;3;9;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/navigation/assited-feedback-navigation-6101aa;https://www.hackster.io/letaureau
0;2;45;0;1;18;1;0;0;0;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/aryan2/the-home-bot-a1da42;https://www.hackster.io/aryan2
0;2;44;0;0;222;1;0;0;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/chell-formula-775a66/desert-storm-mineweeper-4d8882;https://www.hackster.io/user2760048
0;2;42;0;0;41;0;0;0;0;1;https://www.hackster.io/contests/april-fools;https://www.hackster.io/rick-gomez/sippy-cup-of-doom-2a95e8;https://www.hackster.io/rick-gomez
0;2;41;0;0;220;0;0;0;0;2;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/nikola-curie-c6e99a/fridge-widge-b0235a;https://www.hackster.io/user1713477
0;2;40;0;0;115;0;0;0;0;1;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/enigma-burn-43bc75/the-bus-honolulu-d155ad;https://www.hackster.io/user73006
0;2;39;0;1;133;1;1;0;0;19;https://www.hackster.io/contests/UKAmazonAlexa;https://www.hackster.io/care-world/bible-bee-8ebcaa;https://www.hackster.io/user55230357
0;2;39;0;1;103;0;0;0;0;1;https://www.hackster.io/contests/KinetisFlexIO;https://www.hackster.io/razulued/midi-usb-theremin-65b521;https://www.hackster.io/razulued
0;2;38;0;1;616;8;1;24;0;8;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/sumitgrover97/hand-gesture-based-learning-and-emergency-for-mute-people-369628;https://www.hackster.io/sumitgrover97
0;2;37;0;1;397;0;0;3;0;5;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/David0307/cooled-serverrack-089e72;https://www.hackster.io/David0307
0;2;36;0;0;278;0;0;0;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/angginsp/smart-robot-cleaner-181218;https://www.hackster.io/angginsp
0;2;34;0;0;195;1;0;4;0;1;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/AlbertPutnam/light-and-temperature-sensor-1e982c;https://www.hackster.io/AlbertPutnam
0;2;32;0;0;63;0;0;0;0;1;https://www.hackster.io/contests/Hexiwear;https://www.hackster.io/Eduardo/bicycle-monitor-0e70b3;https://www.hackster.io/Eduardo
0;2;27;0;0;38;1;0;0;0;2;https://www.hackster.io/contests/make-holiday-contest;https://www.hackster.io/winston-moy/home-for-the-holidays-customized-georgia-ornament-0d5d4b;https://www.hackster.io/winston-moy
0;2;23;0;1;644;2;1;3;0;5;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/David0307/shutter-control-via-webserver-40f218;https://www.hackster.io/David0307
0;2;22;0;1;412;0;1;3;0;5;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/David0307/air-conditioner-443b22;https://www.hackster.io/David0307
0;2;22;0;0;85;1;0;0;0;1;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/jamierytlewski/is-the-lansing-river-trail-flooded-d876d5;https://www.hackster.io/jamierytlewski
0;2;22;0;0;6;0;0;0;1;4;https://www.hackster.io/contests/onion;https://www.hackster.io/bobthe3/the-ultimate-sensor-20bc95;https://www.hackster.io/bobthe3
1;2;13;0;0;845;0;0;0;0;1;https://www.hackster.io/contests/chinausyoungmakercompetition;https://www.hackster.io/keymat/keymat-ef4cb2;https://www.hackster.io/ConniveryRogue
0;2;10;0;0;80;0;0;0;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/Helicoidee/automated-fish-tank-ee5467;https://www.hackster.io/Helicoidee
0;2;9;0;0;22;0;0;0;0;1;https://www.hackster.io/contests/april-fools;https://www.hackster.io/user422854118/twisted-cup-348ca4;https://www.hackster.io/user422854118
0;3;14972;95;1;1069;4;2;1;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/benwiniarski/smart-pool-alexa-controlled-pool-manager-5454c1;https://www.hackster.io/benwiniarski
1;3;12484;42;1;2725;14;0;2;0;2;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/firenglory/cloud-connected-traffic-control-system-for-smarter-cities-39ee45;https://www.hackster.io/firenglory
1;3;12484;42;1;2725;14;0;2;0;2;https://www.hackster.io/contests/AzureEnterpriseIoT;https://www.hackster.io/firenglory/cloud-connected-traffic-control-system-for-smarter-cities-39ee45;https://www.hackster.io/firenglory
0;3;11813;52;1;1773;11;1;31;1;9;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/abdullahsadiq/linkit-ultimate-iot-7ab59f;https://www.hackster.io/abdullahsadiq
0;3;10848;25;1;1762;18;3;223;25;50;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/porrey/interactive-star-wars-3d-art-a71471;https://www.hackster.io/porrey
0;3;10594;66;1;1270;8;0;2;0;2;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/firenglory/alexa-adruino-pi-smart-electric-water-heater-371b21;https://www.hackster.io/firenglory
1;3;9941;41;0;4550;38;4;1;2;1;https://www.hackster.io/contests/hologram;https://www.hackster.io/csad-iot-crop-care/csad-iot-crop-care-project-08983c;https://www.hackster.io/aidan-richard-taylor
0;3;9826;47;1;2248;8;0;1;1;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/rogertheriault/alexa-bbq-kitchen-thermometer-with-iot-arduino-and-e-paper-63c64f;https://www.hackster.io/rogertheriault
1;3;9763;27;1;1249;11;0;0;0;0;https://www.hackster.io/contests/RealtimeAT&TIoTStarterKit;https://www.hackster.io/Anubus/mobile-life-iot-9c10be;https://www.hackster.io/Anubus
1;3;9517;42;1;19597;82;18;31;1;9;https://www.hackster.io/contests/Infineon;https://www.hackster.io/abdullahsadiq/alzheimer-s-assistant-a017ad;https://www.hackster.io/abdullahsadiq
1;3;9441;65;1;660;4;0;49;7;12;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/microBob/eud1-dev-cbef0c;https://www.hackster.io/microBob
1;3;9098;14;1;359;5;2;13;0;6;https://www.hackster.io/contests/maximunleash;https://www.hackster.io/fadytarek1995/max32620fthr-iot-aquaponics-systems-bcfe6c;https://www.hackster.io/fadytarek1995
1;3;8986;8;1;3732;10;0;2;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/walle/walle-home-assistant-2de29d;https://www.hackster.io/daveylib
0;3;8970;22;1;640;3;0;31;0;13;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/mhanuel/smart-dehydrator-cooking-appliance-alexa-ready-45c19b;https://www.hackster.io/mhanuel
1;3;8811;44;1;2053;10;0;31;1;9;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/abdullahsadiq/smart-home-controller-using-psoc-and-linkit-one-fe83ef;https://www.hackster.io/abdullahsadiq
0;3;8764;18;0;3881;20;4;2;0;2;https://www.hackster.io/contests/DRS;https://www.hackster.io/tanner-stinson/amazon-kitchen-drs-75fc24;https://www.hackster.io/tanner-stinson
0;3;8745;47;1;1771;12;4;17;9;4;https://www.hackster.io/contests/Helium;https://www.hackster.io/maleficarum/mesh-fleet-tracking-with-blockchain-custom-cryptocurrency-c21a8e;https://www.hackster.io/maleficarum
0;3;8646;34;1;28128;94;18;45;0;4;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/Imetomi/use-the-force-or-your-brainwaves-9e839b;https://www.hackster.io/Imetomi
0;3;8646;34;1;28128;94;18;45;0;4;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/Imetomi/use-the-force-or-your-brainwaves-9e839b;https://www.hackster.io/Imetomi
1;3;8604;47;1;2830;17;0;5;0;2;https://www.hackster.io/contests/AzureEnterpriseIoT;https://www.hackster.io/wearemakers/get-me-there-bus-intelligent-transportation-system-bits-9a06c1;https://www.hackster.io/ammo-core-21
1;3;8290;31;1;2135;4;5;31;0;13;https://www.hackster.io/contests/wiznet;https://www.hackster.io/mhanuel/industrial-ethernet-to-serial-iot-bridge-scada-integration-98b2ff;https://www.hackster.io/mhanuel
1;3;8255;52;1;4238;18;3;31;1;9;https://www.hackster.io/contests/wiznet;https://www.hackster.io/abdullahsadiq/lightly-4052ec;https://www.hackster.io/abdullahsadiq
1;3;7894;42;1;8939;49;2;94;6;27;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/clean-water-ai/clean-water-ai-e40806;https://www.hackster.io/Nyceane
1;3;7894;42;1;8939;49;2;94;6;27;https://www.hackster.io/contests/Helium;https://www.hackster.io/clean-water-ai/clean-water-ai-e40806;https://www.hackster.io/Nyceane
0;3;7849;21;1;664;8;1;20;0;6;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/bastiaan-slee/energy-planner-a509ad;https://www.hackster.io/bastiaan-slee
1;3;7849;21;1;664;8;1;20;0;6;https://www.hackster.io/contests/SeeedEarthDay;https://www.hackster.io/bastiaan-slee/energy-planner-a509ad;https://www.hackster.io/bastiaan-slee
1;3;7826;50;1;6645;40;8;17;9;4;https://www.hackster.io/contests/hologram;https://www.hackster.io/maleficarum/decentralized-fleet-tracking-with-blockchain-f61d6c;https://www.hackster.io/maleficarum
0;3;7810;28;0;976;6;0;3;0;1;https://www.hackster.io/contests/Helium;https://www.hackster.io/104667/airobot-320828;https://www.hackster.io/tyler-bershad
1;3;7750;43;1;968;12;1;49;7;12;https://www.hackster.io/contests/maximunleash;https://www.hackster.io/microBob/invyu-the-maker-s-wearable-heads-up-display-5334ff;https://www.hackster.io/microBob
1;3;7694;8;1;5627;28;8;7;1;1;https://www.hackster.io/contests/maximunleash;https://www.hackster.io/sakshambhutani2001/octopod-smart-iot-automation-project-fa939b;https://www.hackster.io/sakshambhutani2001
0;3;7212;54;1;2072;1;3;3;0;3;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/jose-cruz/arduino-home-controller-activated-by-alexa-1a5fbc;https://www.hackster.io/jose-cruz
0;3;7212;54;1;2072;1;3;3;0;3;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/jose-cruz/arduino-home-controller-activated-by-alexa-1a5fbc;https://www.hackster.io/jose-cruz
1;3;6619;30;1;1489;18;4;6;1;3;https://www.hackster.io/contests/Infineon;https://www.hackster.io/jayakarthigeyan/smart-desk-clock-to-save-power-using-iot-at-home-office-cd1695;https://www.hackster.io/jayakarthigeyan
0;3;6436;32;0;1746;15;0;6;0;2;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/beeio/the-sustainable-agriculture-ecosystem-49d0a3;https://www.hackster.io/dmtan
0;3;6387;21;1;3747;25;6;41;1;18;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/TinamousSteve/jedi-light-switch-67702d;https://www.hackster.io/TinamousSteve
1;3;6375;20;1;22428;148;4;35;0;11;https://www.hackster.io/contests/walabot2017;https://www.hackster.io/Abysmal/walabeer-tank-20a2ed;https://www.hackster.io/Abysmal
0;3;6329;17;1;3123;5;0;21;13;11;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/the-real-makers/drain-clog-detector-27dd98;https://www.hackster.io/MRahman4
0;3;6329;17;1;3123;5;0;21;13;11;https://www.hackster.io/contests/Google;https://www.hackster.io/the-real-makers/drain-clog-detector-27dd98;https://www.hackster.io/MRahman4
1;3;6316;50;1;8453;56;0;298;15;47;https://www.hackster.io/contests/AzureEnterpriseIoT;https://www.hackster.io/RONDAGDAG/posture-recognition-using-kinect-azure-iot-ml-and-webvr-e9c4f7;https://www.hackster.io/RONDAGDAG
0;3;6231;45;1;7223;58;6;10;3;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/grassjelly/autonomous-home-assistant-robot-fff43e;https://www.hackster.io/grassjelly
0;3;6231;45;1;7223;58;6;10;3;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/grassjelly/autonomous-home-assistant-robot-fff43e;https://www.hackster.io/grassjelly
1;3;6231;45;1;7223;58;6;10;3;1;https://www.hackster.io/contests/arduino-automation-robotics;https://www.hackster.io/grassjelly/autonomous-home-assistant-robot-fff43e;https://www.hackster.io/grassjelly
0;3;6224;7;1;1002;8;3;32;6;6;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/Mahmoud_Tolba/how-to-create-your-own-candy-grabber-machine-using-arduino-78a708;https://www.hackster.io/Mahmoud_Tolba
1;3;6192;24;1;1074;7;1;41;1;18;https://www.hackster.io/contests/particle;https://www.hackster.io/TinamousSteve/humidity-controlled-3d-printer-filament-storage-da301d;https://www.hackster.io/TinamousSteve
0;3;6180;10;1;5282;24;5;32;6;6;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/Mahmoud_Tolba/how-to-build-sauron-the-lord-of-the-robots-ef96e4;https://www.hackster.io/Mahmoud_Tolba
1;3;6076;18;1;649;12;0;13;0;6;https://www.hackster.io/contests/netduino;https://www.hackster.io/fadytarek1995/netduino-iot-aquaponics-systems-fce20a;https://www.hackster.io/fadytarek1995
0;3;6036;41;0;1272;8;0;229;24;35;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/taifur/toilet-management-system-8e2786;https://www.hackster.io/taifur
0;3;6036;41;0;1272;8;0;229;24;35;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/taifur/toilet-management-system-8e2786;https://www.hackster.io/taifur
1;3;5886;27;1;2536;26;7;35;0;11;https://www.hackster.io/contests/maximunleash;https://www.hackster.io/Abysmal/home-manager-db49c6;https://www.hackster.io/Abysmal
0;3;5854;13;1;373;5;1;20;0;6;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/bastiaan-slee/barbecue-planner-with-amazon-drs-integration-64e4bb;https://www.hackster.io/bastiaan-slee
0;3;5854;13;1;373;5;1;20;0;6;https://www.hackster.io/contests/DRS;https://www.hackster.io/bastiaan-slee/barbecue-planner-with-amazon-drs-integration-64e4bb;https://www.hackster.io/bastiaan-slee
0;3;5697;36;1;3304;12;6;18;2;15;https://www.hackster.io/contests/hologram;https://www.hackster.io/Jade7272/complete-raspberry-pi-nova-wireless-home-monitoring-329e4d;https://www.hackster.io/Jade7272
0;3;5697;36;1;3304;12;6;18;2;15;https://www.hackster.io/contests/particle;https://www.hackster.io/Jade7272/complete-raspberry-pi-nova-wireless-home-monitoring-329e4d;https://www.hackster.io/Jade7272
0;3;5689;14;1;1190;10;0;0;0;1;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/ha-geek/pill-machine-f9a956;https://www.hackster.io/moononournation
1;3;5642;5;1;886;10;0;0;0;1;https://www.hackster.io/contests/make-halloween-2016-contest;https://www.hackster.io/30167/open-animatronics-868baf;https://www.hackster.io/madhephaestus
0;3;5626;14;1;6109;31;3;85;6;15;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/darian-johnson/automated-cat-feeder-with-alexa-and-amazon-dash-ae2602;https://www.hackster.io/darian-johnson
0;3;5626;14;1;6109;31;3;85;6;15;https://www.hackster.io/contests/DRS;https://www.hackster.io/darian-johnson/automated-cat-feeder-with-alexa-and-amazon-dash-ae2602;https://www.hackster.io/darian-johnson
1;3;5624;25;0;6596;44;7;17;0;7;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/kindbot/kindbot-home-garden-automation-hub-4c218a;https://www.hackster.io/terry-rodriguez
0;3;5624;25;0;6596;44;7;17;0;7;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/kindbot/kindbot-home-garden-automation-hub-4c218a;https://www.hackster.io/terry-rodriguez
0;3;5589;7;1;2823;14;3;42;0;10;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/brandmooffin/android-things-bluetooth-communication-5ad434;https://www.hackster.io/brandmooffin
